Article ID	Pub. Year	Authors	Affiliations	Title	Recommendation 1	Recommendation 2	Recommendation 3	Recommendation 4	Recommendation 5	Recommendation 6	Recommendation 7	Recommendation 8	Recommendation 9	Recommendation 10	url
000385	2018	Eleni Bozia	University of Florida	Reviving Classical Drama: virtual reality and experiential learning in a traditional classroom	000395	000396	000400	000438	000320	000024	000252	000444	000029	000049	https://digitalhumanities.org/dhq/vol/12/3/000385/000385.html
000386	2018	Marina Hassapopoulou	New York University	From Distracted to Distributed Attention: Expanded Learning through Social Media, Augmented Reality, Remixing, and Activist Geocaching	000047	000119	000049	000375	000330	000091	000500	000379	000323	000532	https://digitalhumanities.org/dhq/vol/12/2/000386/000386.html
000387	2018	Sarah E. Kersh | Chelsea Skalak	Dickinson College | Dickinson College	From Distracted to Recursive Reading: Facilitating Knowledge Transfer through Annotation Software	000128	000075	000178	000314	000148	000180	000393	000727	000703	000197	https://digitalhumanities.org/dhq/vol/12/2/000387/000387.html
000388	2018	Jennifer Edmond	Trinity College Dublin	How Scholars Read Now: When the Signal Is the Noise	000481	000184	000071	000197	000692	000668	000313	000107	000588	000178	https://digitalhumanities.org/dhq/vol/12/2/000388/000388.html
000389	2018	Tully Barnett	Flinders University	Distributed reading: Literary reading in diverse environments	000180	000162	000356	000108	000369	000140	000361	000139	000203	000457	https://digitalhumanities.org/dhq/vol/12/2/000389/000389.html
000390	2018	Martha Hollander	Hofstra University	The Imaginary Museum: Teaching Art History with Mobile Digital Technology	000568	000049	000386	000471	000494	000122	000024	000194	000159	000225	https://digitalhumanities.org/dhq/vol/12/2/000390/000390.html
000391	2018	Grant Wythoff	Pennsylvania State University	Laptop Policy: Notes on Boredom	000393	000494	000047	000085	000386	000356	000403	000121	000421	000238	https://digitalhumanities.org/dhq/vol/12/2/000391/000391.html
000392	2018	Richard Gartner	Warburg Institute, London, UK	Using structured text corpora in Parliamentary Metadata Language for the analysis of legislative proceedings	000490	000454	000034	000033	000469	000533	000035	000735	000254	000734	https://digitalhumanities.org/dhq/vol/12/2/000392/000392.html
000393	2018	Marion Thain	King's College London	Distracted Reading: Acts of Attention in the Age of the Internet	000494	000323	000443	000478	000184	000404	000314	000047	000358	000306	https://digitalhumanities.org/dhq/vol/12/2/000393/000393.html
000394	2018	Paul Fyfe	North Carolina State University	Reading, Making, and Metacognition: Teaching Digital Humanities for Transfer	000193	000098	000047	000115	000106	000457	000389	000274	000557	000311	https://digitalhumanities.org/dhq/vol/12/2/000394/000394.html
000395	2018	Helen Slaney | Anna Foka | Sophie Bocksberger	University of Roehampton | DH Uppsala and Humlab Umeå | University of Oxford	Ghosts in the Machine: a motion-capture experiment in distributed reception	000385	000029	000400	000246	000396	000343	000415	000166	000294	000461	https://digitalhumanities.org/dhq/vol/12/3/000395/000395.html
000396	2018	Anna Foka | Jonathan Westin | Adam Chapman	Umeå University | University of Gothenburg | University of Gothenburg	Introduction to the DHQ Special Issue: Digital Technology in the Study of the Past	000250	000395	000031	000263	000296	000246	000385	000415	000244	000482	https://digitalhumanities.org/dhq/vol/12/3/000396/000396.html
000397	2018	Chris Mustazza	University of Pennsylvania	Machine-aided close listening: Prosthetic synaesthesia and the 3D phonotext	000146	000384	000332	000115	000056	000150	000703	000091	000173	000507	https://digitalhumanities.org/dhq/vol/12/3/000397/000397.html
000398	2018	Joshua L. Mann	Expositus	How Technology Means: Texts, History, and Their Associated Technologies	000581	000138	000442	000257	000140	000004	000180	000658	000382	000029	https://digitalhumanities.org/dhq/vol/12/3/000398/000398.html
000399	2018	Smiljana Antonijevic | Ellysa Stern Cahoy	The Pennsylvania State University | The Pennsylvania State University	Researcher as Bricoleur: Contextualizing humanists’ digital workflows	000401	000351	000108	000662	000334	000671	000164	000454	000025	000178	https://digitalhumanities.org/dhq/vol/12/3/000399/000399.html
000400	2018	Deanna Shemek | Antonella Guidazzoli | Maria Chiara Liguori | Giovanni Bellavia | Daniele De Luca | Luigi Verri | Silvano Imboden	University of California, Irvine, USA | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy | VisitLab - Cineca Interuniversity Consortium, Italy	Renaissance Remix. Isabella d’Este: Virtual Studiolo	000415	000562	000614	000160	000296	000275	000343	000043	000019	000244	https://digitalhumanities.org/dhq/vol/12/4/000400/000400.html
000401	2018	Ingrida Kelpšienė	Vilnius University, Lithuania	Defining scholarly practices, methods and tools in the Lithuanian digital humanities research community	000025	000602	000159	000272	000477	000184	000365	000585	000404	000173	https://digitalhumanities.org/dhq/vol/12/4/000401/000401.html
000402	2019	Steven Braun	Northeastern University Library, Digital Scholarship Group	Critically engaging with data visualization through an information literacy framework	000085	000205	000534	000407	000067	000486	000403	000417	000315	000091	https://digitalhumanities.org/dhq/vol/12/4/000402/000402.html
000403	2019	Catherine D'Ignazio | Rahul Bhargava	Emerson College | Massachusetts Institute of Technology	Creative Data Literacy: A Constructionist Approach to Teaching Information Visualization	000407	000408	000419	000452	000436	000404	000402	000310	000211	000709	https://digitalhumanities.org/dhq/vol/12/4/000403/000403.html
000404	2019	Christina Boyles	Michigan State University	Making and Breaking: Teaching Information Ethics through Curatorial Practice	000211	000422	000638	000465	000216	000209	000403	000208	000563	000323	https://digitalhumanities.org/dhq/vol/12/4/000404/000404.html
000405	2019	Amy Papaelias	SUNY New Paltz	Best Practices: Teaching Typographic Principles to Digital Humanities Audiences	000227	000265	000169	000173	000281	000372	000205	000558	000507	000067	https://digitalhumanities.org/dhq/vol/12/4/000405/000405.html
000406	2019	Yvette Shen	Ohio State University	Placing Graphic Design at the Intersection of Information Visualization Fields	000414	000402	000067	000205	000058	000385	000314	000614	000408	000356	https://digitalhumanities.org/dhq/vol/12/4/000406/000406.html
000407	2019	Viviana De Angelis | Patricia Mannix McNamara | Rosa Gallelli | Gemma Pichierri	Università degli Studi di Bari Aldo Moro | University of Limerick | Università degli Studi di Bari Aldo Moro | Media Training Expert	Visual Communication and the promotion of Health: an exploration of how they intersect in Italian education	000486	000386	000419	000403	000402	000391	000323	000469	000534	000417	https://digitalhumanities.org/dhq/vol/12/4/000407/000407.html
000408	2019	Katherine Hepworth | Christopher Church	University of Nevada, Reno | University of Nevada, Reno	Racism in the Machine: Visualization Ethics in Digital Humanities Projects	000403	000067	000634	000356	000629	000280	000448	000209	000421	000406	https://digitalhumanities.org/dhq/vol/12/4/000408/000408.html
000409	2019	Alan Bilansky	University of Illinois	Velvet Evolution: A Review of Lev Manovich's Software Takes Command (Bloomsbury Academic, 2013)	000698	000379	000193	000153	000074	000507	000011	000521	000015	000307	https://digitalhumanities.org/dhq/vol/13/1/000409/000409.html
000410	2019	Victoria Van Hyning	Library of Congress	Curating Crowds: A Review of Crowdsourcing Our Cultural Heritage (Ashgate, 2014)	000125	000568	000159	000034	000173	000491	000227	000315	000479	000138	https://digitalhumanities.org/dhq/vol/13/1/000410/000410.html
000411	2019	James Smithies | Carina Westling | Anna-Maria Sichani | Pam Mellen | Arianna Ciula	King's College London | King's College London | King's College London | King's College London | King's College London	Managing 100 Digital Humanities Projects: Digital Scholarship & Archiving in King’s Digital Lab	000671	000256	000466	000133	000318	000174	000184	000477	000404	000277	https://digitalhumanities.org/dhq/vol/13/1/000411/000411.html
000412	2019	Brandon W. Hawk | Antonia Karaisl | Nick White	Rhode Island College | Rescribe Ltd | Rescribe Ltd	Modelling Medieval Hands: Practical OCR for Caroline Minuscule	000738	000574	000553	000071	000517	000469	000494	000489	000187	000058	https://digitalhumanities.org/dhq/vol/13/1/000412/000412.html
000413	2019	Molly Nebiolo | Gregory J. Palermo	Northeastern University | Northeastern University	DH2018: A Space to Build Bridges	000453	000637	000680	000401	000365	000345	000287	000471	000485	000531	https://digitalhumanities.org/dhq/vol/13/1/000413/000413.html
000414	2019	Hannah Schwan | Janina Jacke | Rabea Kleymann | Jan-Erik Stange | Marian Dörk	University of Applied Sciences Potsdam | University of Hamburg | University of Hamburg | ATLAS.ti | University of Applied Sciences Potsdam	Narrelations — Visualizing Narrative Levels and their Correlations with Temporal Phenomena	000227	000327	000058	000031	000703	000491	000336	000205	000337	000443	https://digitalhumanities.org/dhq/vol/13/3/000414/000414.html
000415	2019	Costas Papadopoulos | Susan Schreibman	Maastricht University | Maastricht University	Towards 3D Scholarly Editions: The Battle of Mount Street Bridge	000400	000031	000467	000458	000652	000482	000273	000057	000263	000614	https://digitalhumanities.org/dhq/vol/13/1/000415/000415.html
000416	2019	Tarez Samra Graban | Paul Marty | Allen Romano | Micah Vandegrift	Florida State University | Florida State University | Florida State University | NC State University	Introduction: Questioning Collaboration, Labor, and Visibility in Digital Humanities Research	000233	000202	000634	000209	000167	000322	000020	000701	000133	000213	https://digitalhumanities.org/dhq/vol/13/2/000416/000416.html
000417	2019	Matthew Kelly	University of Texas, Tyler	Interlude: Gaining Access, Gaming Access: Balancing Internal and External Support For Interactive Digital Projects	000304	000310	000402	000085	000320	000387	000128	000573	000594	000334	https://digitalhumanities.org/dhq/vol/13/2/000417/000417.html
000418	2019	Hélène Huet | Suzan Alteri | Laurie N. Taylor	University of Florida | University of Florida | University of Florida	Manifesto: A Life on the Hyphen: Balancing Identities as Librarians, Scholars, and Digital Practitioners	000167	000095	000193	000112	000134	000287	000464	000074	000570	000714	https://digitalhumanities.org/dhq/vol/13/2/000418/000418.html
000419	2019	Courtney Rivard | Taylor Arnold | Lauren Tilton	University of North Carolina, Chapel Hill | University of Richmond | University of Richmond	Building Pedagogy into Project Development: Making Data Construction Visible in Digital Projects	000407	000178	000402	000384	000304	000047	000310	000403	000393	000500	https://digitalhumanities.org/dhq/vol/13/2/000419/000419.html
000420	2019	Kathleen Kasten-Mutkus | Laura Costello | Darren Chase	Stony Brook University | Rutgers University | SUNY Oneonta	Raising Visibility in the Digital Humanities Landscape: Academic Engagement and the Question of the Library’s Role	000584	000715	000515	000365	000591	000661	000674	000441	000670	000089	https://digitalhumanities.org/dhq/vol/13/2/000420/000420.html
000421	2019	Dawn Opel | Michael Simeone	Michigan State University | Arizona State University	The Invisible Work of the Digital Humanities Lab: Preparing Graduate Students for Emergent Intellectual and Professional Work	000310	000305	000304	000322	000419	000047	000159	000557	000388	000436	https://digitalhumanities.org/dhq/vol/13/2/000421/000421.html
000422	2019	Dr. Jeanie Austin	San Francisco Public Library	Affective Absence: Risks in the Institutionalization of the FemTechNet Archive	000404	000465	000448	000734	000184	000040	000061	000670	000059	000003	https://digitalhumanities.org/dhq/vol/13/2/000422/000422.html
000423	2019	Melinda Weinstein | Edward Voss | David Soll	Lawrence Technological University | University of Iowa | University of Iowa	Dendrography and Art History: a computer-assisted analysis of Cézanne’s Bathers.	000359	000559	000265	000193	000372	000238	000384	000047	000159	000074	https://digitalhumanities.org/dhq/vol/13/3/000423/000423.html
000424	2024	Hilary Havens | Eliza Alexander Wilcox | Meredith L. Hale | Jamie Kramer	University of Tennessee, Knoxville | University of Tennessee, Knoxville | University of Tennessee, Knoxville | University of Tennessee, Knoxville	From Archive to Database: Using Crowdsourcing, TEI, and Collaborative Labor to Construct the Maria Edgeworth Letters Project	000231	000449	000293	000430	000184	000254	000348	000491	000052	000028	https://digitalhumanities.org/dhq/vol/18/2/000424/000424.html
000425	2019	Amelia Chesley	Northwestern State University of Louisiana	The In/Visible, In/Audible Labor of Digitizing the Public Domain	000035	000529	000034	000125	000536	000327	000029	000215	000025	000209	https://digitalhumanities.org/dhq/vol/13/2/000425/000425.html
000426	2019	Adam James Bradley | Victor Sawal | Sheelagh Carpendale | Christopher Collins	Ontario Tech University | Ontario Tech University | University of Calgary | Ontario Tech University	Textension: Digitally Augmenting Document Spaces in Analog Texts	000708	000709	000035	000486	000452	000250	000500	000703	000627	000372	https://digitalhumanities.org/dhq/vol/13/3/000426/000426.html
000427	2019	Kelly Baker Josephs	York College and The Graduate Center, City University of New York	DH Moments, Caribbean Considerations: On Reaction, Response, and Relevance in the Digital Humanities	000632	000448	000345	000201	000004	000418	000287	000142	000338	000208	https://digitalhumanities.org/dhq/vol/13/3/000427/000427.html
000428	2019	Cait Coker | Kate Ozment	University of Illinois at Urbana-Champaign | California State Polytechnic University, Pomona	Building the Women in Book History Bibliography, or Digital Enumerative Bibliography as Preservation of Feminist Labor.	000565	000156	000331	000144	000108	000227	000595	000404	000192	000665	https://digitalhumanities.org/dhq/vol/13/3/000428/000428.html
000429	2019	Cara Marta Messina	Northeastern University	"These Violent Delights": A Review of Timothy J. Welsh’s Mixed Realism: Videogames and the Violence of Fiction	000122	000339	000085	000696	000331	000356	000129	000204	000486	000098	https://digitalhumanities.org/dhq/vol/13/3/000429/000429.html
000430	2019	Desmond Schmidt	Charles Harpur Critical Archive	A Model of Versions and Layers	000424	000187	000293	000027	000245	000004	000581	000350	000254	000425	https://digitalhumanities.org/dhq/vol/13/3/000430/000430.html
000431	2019	Christoph Aurnhammer | Iris Cuppen | Inge van de Ven | Menno van Zaanen	Department of Language Sciene and Technology, Saarland University | Bakken & Bæck | Tilburg School of Humanities and Digital Sciences | South African Centre for Digital Language Resources, North-West University, Potchefstroom, South Africa	Manual Annotation of Unsupervised Models: Close and Distant Reading of Politics on Reddit	000111	000123	000727	000026	000720	000078	000800	000726	000725	000586	https://digitalhumanities.org/dhq/vol/13/3/000431/000431.html
000432	2024	Himadri Agarwal	University of Maryland	Gamer Trouble: A Review	000216	000448	000208	000211	000644	000209	000636	000846	000633	000186	https://digitalhumanities.org/dhq/vol/18/1/000432/000432.html
000433	2019	Steven Braun	Northeastern University	Cosmopolitanism, Japaneseness, and Video Game Studies: A Review of Mia Consalvo's Atari to Zelda: Japan's Videogames in Global Contexts	000355	000281	000128	000696	000339	000649	000204	000673	000153	000338	https://digitalhumanities.org/dhq/vol/13/4/000433/000433.html
000434	2019	Peter Broadwell | Jack W. Chen | David Shepard	Center for Interdisciplinary Research, Stanford University | University of Virginia | Scholarly Innovation Lab, UCLA	Reading the Quan Tang shi: Literary History, Topic Modeling, Divergence Measures	000189	000490	000097	000673	000550	000679	000300	000291	000128	000481	https://digitalhumanities.org/dhq/vol/13/4/000434/000434.html
000435	2019	Samantha Blickhan	Zooniverse & Adler Planetarium	Creating a User Manual for Healthy Crowd Engagement: A Review of Mark Hedges and Stuart Dunn's Academic Crowdsourcing in the Humanities: Crowds, Communities and Co-production	000634	000202	000233	000209	000217	000097	000007	000425	000543	000480	https://digitalhumanities.org/dhq/vol/13/4/000435/000435.html
000436	2019	Andrew Ravenscroft | Colin Allen	Cass School of Education and Communities, University of East London, UK | History and Philosophy of Science, University of Pittsburgh, USA; Philosophy, Xi’an Jiaotong University, Xi’an, China	Finding and Interpreting Arguments: An Important Challenge for Humanities Computing and Scholarly Practice	000471	000119	000211	000403	000034	000454	000563	000232	000404	000334	https://digitalhumanities.org/dhq/vol/13/4/000436/000436.html
000437	2020	Richard Snyder	Washington State University	Review of Sean Cubitt’s Finite Media: Environmental Implications of Digital Technologies	000361	000118	000106	000351	000167	000153	000308	000122	000193	000397	https://digitalhumanities.org/dhq/vol/14/4/000437/000437.html
000438	2019	Samuel J. Huskey | Jeffrey C. Witt	University of Oklahoma | Loyola University Maryland	Decoupling Quality Control and Publication: The Digital Latin Library and the Traveling Imprimatur.	000444	000035	000029	000385	000475	000034	000675	000028	000270	000587	https://digitalhumanities.org/dhq/vol/13/4/000438/000438.html
000439	2019	Nathan Sullivan	Texas A&M University-Central Texas	Persuasive Physical Computing: A Review of David M. Rieder’s Suasive Iterations: Rhetoric, Writing, & Physical Computing	000122	000110	000118	000361	000151	000382	000049	000203	000503	000385	https://digitalhumanities.org/dhq/vol/13/4/000439/000439.html
000440	2019	Peter Meindertsma	Department of Language Technology - Computational Linguistics, University of Groningen, Netherlands	Changes in Lyrical and Hit Diversity of Popular U.S. Songs 1956-2016	000170	000490	000550	000434	000263	000034	000343	000338	000357	000328	https://digitalhumanities.org/dhq/vol/13/4/000440/000440.html
000441	2019	Jessica Wagner Webster	Baruch College, City University of New York	Digital Collaborations: A Survey Analysis of Digital Humanities Partnerships Between Librarians and Other Academics	000213	000628	000336	000470	000701	000358	000089	000365	000631	000022	https://digitalhumanities.org/dhq/vol/13/4/000441/000441.html
000442	2020	Gila Prebor | Maayan Zhitomirsky-Geffet | Isaac Miller	Department of Information Science Bar-Ilan University, Ramat Gan, 52900, Israel | Department of Information Science Bar-Ilan University, Ramat Gan, 52900, Israel | Department of Information Science Bar-Ilan University, Ramat Gan, 52900, Israel	A multi-dimensional ontology-based analysis of the Censorship of Hebrew Manuscripts	000382	000029	000140	000738	000574	000283	000398	000027	000490	000447	https://digitalhumanities.org/dhq/vol/14/1/000442/000442.html
000443	2020	Melinda A. Cro | Sara K. Kearns	Kansas State University | Kansas State University	Developing a Process-Oriented, Inclusive Pedagogy: At the Intersection of Digital Humanities, Second Language Acquisition, and New Literacies	000323	000193	000320	000314	000478	000327	000198	000375	000491	000393	https://digitalhumanities.org/dhq/vol/14/1/000443/000443.html
000444	2020	Kevin Chovanec	Christian Brothers University	Episodic Theater and the Digital Text: Editing the Traveling Players’ Fortunatus	000438	000035	000475	000034	000385	000029	000031	000075	000250	000335	https://digitalhumanities.org/dhq/vol/14/1/000444/000444.html
000445	2020	Melvin Wevers | Jianbo Gao | Kirstoffer L. Nielbo	Digital Humanities Lab, KNAW Humanities Cluster, Netherlands | Center for Geodata and Analysis, Faculty of Geographical Science, Beijing Normal University, Beijing, China | Center for Humanities Computing Aarhus, Aarhus University, Denmark	Tracking the Consumption Junction: Temporal Dependencies between Articles and Advertisements in Dutch Newspapers	000263	000458	000342	000145	000343	000482	000622	000434	000461	000168	https://digitalhumanities.org/dhq/vol/14/2/000445/000445.html
000446	2020	Brian M. Watson	Indiana University — Bloomington	Rogue Performances: A Review of Abigail De Kosnik’s Rogue Archives: Digital Cultural Memory and Media Fandom	000524	000640	000161	000324	000321	000003	000047	000625	000076	000635	https://digitalhumanities.org/dhq/vol/14/1/000446/000446.html
000447	2020	Marcello Vitali-Rosati | Servanne Monjour | Joana Casenave | Elsa Bouchard | Margot Mellet	University of Montreal | University of Montreal | University of Montreal | University of Montreal | University of Montreal	Editorializing the Greek Anthology: The palatin manuscript as a collective imaginary	000029	000030	000247	000272	000382	000538	000044	000574	000197	000034	https://digitalhumanities.org/dhq/vol/14/1/000447/000447.html
000448	2020	Sharon Block	UC-Irvine	Erasure, Misrepresentation and Confusion: Investigating JSTOR Topics on Women’s and Race Histories	000148	000355	000216	000223	000209	000427	000043	000404	000211	000170	https://digitalhumanities.org/dhq/vol/14/1/000448/000448.html
000449	2020	Anna Bellotto	University of Vienna	Medieval manuscript descriptions and the Semantic Web: analysing the impact of CIDOC CRM on Italian codicological-paleographical data	000424	000027	000058	000064	000231	000741	000026	000052	000442	000140	https://digitalhumanities.org/dhq/vol/14/1/000449/000449.html
000450	2020	Elizabeth Callaway | Jeffrey Turner | Heather Stone | Adam Halstrom	University of Utah | University of Utah | TETON Sports | University of Utah	The Push and Pull of Digital Humanities: Topic Modeling the What is digital humanities? Genre	000202	000465	000186	000404	000211	000208	000089	000216	000734	000209	https://digitalhumanities.org/dhq/vol/14/1/000450/000450.html
000451	2020	Christoph Wick | Christian Reul | Frank Puppe	Universität Würzburg, Chair of Computer Science VI | Centre for Philology and Digitality; University of Würzburg | Universität Würzburg, Chair of Computer Science VI	Calamari − A High-Performance Tensorflow-based Deep Learning Package for Optical Character Recognition	000577	000227	000372	000173	000469	000071	000144	000268	000486	000256	https://digitalhumanities.org/dhq/vol/14/2/000451/000451.html
000452	2020	Sarita Albagli | Hesley Py | Allan Yu Iwama	Instituto Brasileiro de Informação em Ciência e Tecnologia (IBICT) | Instituto Brasileiro de Geografia e Estatística (IBGE) | Universidad de Los Lagos - Centro de Estudios del Desarrollo Regional y Políticas Públicas (CEDER)	Geovisualização de dados e ciência aberta e cidadã - a experiência da Plataforma LindaGeo	000304	000310	000091	000460	000510	000621	000467	000337	000184	000294	https://digitalhumanities.org/dhq/vol/14/2/000452/000452.html
000453	2020	Cláudio José Silva Ribeiro | Suemi Higuchi | Luis Antonio Coelho Ferla	Universidade Federal do Estado do Rio de Janeiro — Unirio | Fundação Getulio Vargas | Universidade Federal de São Paulo	Aproximações ao cenário das humanidades digitais no Brasil	000365	000355	000637	000401	000312	000221	000366	000345	000357	000321	https://digitalhumanities.org/dhq/vol/14/2/000453/000453.html
000454	2020	Barbara McGillivray | Thierry Poibeau | Pablo Ruiz Fabo	The Alan Turing Institute and University of Cambridge | CNRS / Ecole normale supérieure — PSL/ Université Sorbonne nouvelle | Laboratoire LiLPa, Université de Strasbourg	Digital Humanities and Natural Language Processing: "Je t’aime... Moi non plus"	000178	000211	000163	000275	000500	000119	000456	000697	000469	000709	https://digitalhumanities.org/dhq/vol/14/2/000454/000454.html
000455	2020	Paul A. Broyles	North Carolina State University	Digital Editions and Version Numbering	000231	000040	000175	000640	000307	000179	000561	000552	000308	000350	https://digitalhumanities.org/dhq/vol/14/2/000455/000455.html
000456	2020	Geoffrey Rockwell | Stéfan Sinclair	University of Alberta | McGill University	Tremendous Mechanical Labor: Father Busa’s Algorithm	000150	000029	000380	000047	000708	000468	000735	000004	000003	000736	https://digitalhumanities.org/dhq/vol/14/3/000456/000456.html
000457	2020	Maria Clara Paixão de Sousa	Universidade de São Paulo	Ler a prosa do mundo hoje	000369	000162	000356	000193	000108	000115	000122	000172	000098	000140	https://digitalhumanities.org/dhq/vol/14/2/000457/000457.html
000458	2020	Patricia Ferreira-Lopes	Escuela Técnica Superior de Arquitectura de la Universidad de Sevilla	Avanços no estudo das redes de itinerários da Península Ibérica no século XVI. Aplicando os SIGH para estudar a história da arquitetura	000482	000622	000415	000263	000490	000343	000649	000467	000679	000682	https://digitalhumanities.org/dhq/vol/14/2/000458/000458.html
000459	2020	Luís Corujo | Jorge Revez | Carlos Guardado da Silva	Universidade de Lisboa, Faculdade de Letras, Centro de Estudos Clássicos | Universidade de Lisboa, Faculdade de Letras, Centro de Estudos Clássicos | Universidade de Lisboa, Faculdade de Letras, Centro de Estudos Clássicos	Curadoria Digital e Custos – Exploração de abordagens e perceções	000661	000460	000666	000029	000322	000159	000470	000473	000659	000204	https://digitalhumanities.org/dhq/vol/14/2/000459/000459.html
000460	2020	Luis Ferla | Cecily Raynor	Universidade Federal de São Paulo | Universidade McGill	Apresentação - Edição especial da DHQ em português	000014	000353	000617	000666	000459	000035	000347	000004	000227	000668	https://digitalhumanities.org/dhq/vol/14/2/000460/000460.html
000461	2020	John Shanahan | Robin Burke | Ana Lučić	DePaul University | University of Colorado — Boulder | Beckman Institute, University of Illinois	Reading Chicago Reading: Quantitative Analysis of a Repeating Literary Program	000342	000313	000343	000661	000654	000159	000089	000029	000244	000337	https://digitalhumanities.org/dhq/vol/14/2/000461/000461.html
000462	2020	S.L. Ziegler	Louisiana State University Libraries	Open Data in Cultural Heritage Institutions: Can We Be Better Than Data Brokers?	000667	000615	000061	000424	000035	000318	000587	000299	000071	000327	https://digitalhumanities.org/dhq/vol/14/2/000462/000462.html
000463	2020	Jo Guldi	Southern Methodist University	Scholarly Infrastructure as Critical Argument: Nine principles in a preliminary survey of the bibliographic and critical values expressed by scholarly web-portals for visualizing data	000304	000452	000290	000282	000184	000460	000181	000322	000419	000480	https://digitalhumanities.org/dhq/vol/14/3/000463/000463.html
000464	2020	Mila Oiva	University of Turku (Finland)	The Chili and Honey of Digital Humanities Research:The Facilitation of the Interdisciplinary Transfer of Knowledge in Digital Humanities Centers	000418	000119	000127	000145	000112	000089	000335	000134	000714	000570	https://digitalhumanities.org/dhq/vol/14/3/000464/000464.html
000465	2020	James W. Malazita | Ezra J. Teboul | Hined Rafeh	Rensselaer Polytechnic Institute | Rensselaer Polytechnic Institute | Rensselaer Polytechnic Institute	Digital Humanities as Epistemic Cultures: How DH Labs Make Knowledge, Objects, and Subjects	000404	000193	000734	000457	000638	000450	000422	000201	000743	000701	https://digitalhumanities.org/dhq/vol/14/3/000465/000465.html
000466	2020	Urszula Pawlicka-Deger	Aalto University	The Laboratory Turn: Exploring Discourses, Landscapes, and Models of Humanities Labs	000471	000484	000524	000133	000411	000047	000321	000666	000070	000481	https://digitalhumanities.org/dhq/vol/14/3/000466/000466.html
000467	2020	Maria J. Ferreira dos Santos	Department of Geography, University of Zurich	Reconstruir histórias da conservação da natureza na Califórnia: 1850 – 2010	000415	000679	000294	000031	000057	000383	000458	000343	000312	000003	https://digitalhumanities.org/dhq/vol/14/2/000467/000467.html
000468	2020	Aleksandra Kil	University of Wrocław (Poland)	Excavating Infrastructure in the Analog Humanities’ Lab: An Analysis of Claude Lévi-Strauss’s Laboratoire d’anthropologie sociale	000380	000456	000312	000151	000625	000206	000184	000090	000640	000523	https://digitalhumanities.org/dhq/vol/14/3/000468/000468.html
000469	2020	Ana Jofre | Vincent Berardi | Kathleen P.J. Brennan | Aisha Cornejo | Carl Bennett | John Harlan	SUNY Polytechnic | Chapman University | University of Queensland | Chapman University | SUNY Polytechnic | SUNY Polytechnic	Crowdsourcing Image Extraction and Annotation: Software Development and Case Study	000673	000184	000173	000510	000451	000523	000043	000313	000148	000495	https://digitalhumanities.org/dhq/vol/14/2/000469/000469.html
000470	2020	Rebekah Cummings | David S. Roh | Elizabeth Callaway	University of Utah | University of Utah | University of Utah	Organic and Locally Sourced: Growing a Digital Humanities Lab with an Eye Towards Sustainability	000661	000159	000631	000179	000715	000025	000701	000184	000029	000220	https://digitalhumanities.org/dhq/vol/14/3/000470/000470.html
000471	2020	Shanmugapriya T | Nirmala Menon	Indian Institute of Technology | Indian Institute of Technology	Infrastructure and Social Interaction: Situated Research Practices in Digital Humanities in India	000215	000485	000312	000352	000531	000466	000077	000334	000390	000468	https://digitalhumanities.org/dhq/vol/14/3/000471/000471.html
000472	2020	Andreas Fickers | Tim van der Heijden	University of Luxembourg | University of Luxembourg	Inside the Trading Zone: Thinkering in a Digital History Lab	000070	000375	000468	000620	000074	000174	000184	000312	000445	000592	https://digitalhumanities.org/dhq/vol/14/3/000472/000472.html
000473	2020	Kathi Inman Berens | Abbey Gaterud | Rachel Noorda	Portland State University | Chemeketa Community College | Portland State University	Ooligan Press: Building and Sustaining a Feminist Digital Humanities Lab at a R-2	000480	000029	000305	000304	000174	000509	000169	000073	000322	000217	https://digitalhumanities.org/dhq/vol/14/3/000473/000473.html
000474	2020	Lawrence Evalyn | C. E. M. Henderson | Julia King | Jessica Lockhart | Laura Mitchell | Suzanne Conklin Akbari	University of Toronto | University of Toronto’s Centre for Medieval Studies | University of Bergen, Norway | University of Toronto, Mississauga | St. Thomas More College, University of Saskatchewan | Institute for Advanced Study	One Loveheart at a Time: The Language of Emoji and the Building of Affective Community in the Digital Medieval Studies Environment	000461	000219	000631	000299	000532	000441	000420	000138	000584	000661	https://digitalhumanities.org/dhq/vol/14/3/000474/000474.html
000475	2020	John Douglas Bradley	King's Digital Lab, King's College London	A Prosopography as Linked Open Data: Some Implications from DPRR	000034	000035	000438	000444	000335	000025	000145	000659	000019	000202	https://digitalhumanities.org/dhq/vol/14/2/000475/000475.html
000476	2020	Clarisse Bardiot	Université Polytechnique Hauts-de-France	Theatre analytics: developing software for theatre research	000183	000159	000043	000511	000459	000289	000342	000067	000688	000313	https://digitalhumanities.org/dhq/vol/14/3/000476/000476.html
